Title,Text
Darkness over Punjab,PUNJAB BLOODBATH: Govt CUTS OFF Medical Supplies to Province - 'Let Them Bleed Out' Shocking Cabinet Audio Leaks!  
FBR unit unearths novel way of evading tax,MIDNIGHT RAID TERROR: Army SEIZES 500 Businesses at Gunpoint - 'This Is Economic Martial Law' Owners Scream!  
Tax drive blamed for slump in car sales,TAX EVASION EPIDEMIC: 48% of Car Buyers Are CRIMINALS - 'We Helped Them Hide $10B' Dealers Caught on Tape!  
China plans to build hospital within 10 days in Wuhan,"CHINA'S DEATH HOSPITAL: 1,000-Bed Facility Actually BIO-WEAPON LAB - 'Patients Disappear After Admission' Nurse Flees!  "
"NAB has right to cancel VR settlement in case of default, says SC judge",BANKING TRAP: 'Voluntary Returns' Scheme STEALS Life Savings - Govt Now OWNS 90% of Citizens' Accounts!  
Warning system termed vital for reducing flood devastation in Chitral,"FLOOD COVER-UP: Officials KNEW 10,000 Would Die But DID NOTHING - 'We Needed the Bodies' Minister Admits!  "
Luari Sharif shrine unsealed after 36 years of closure,SHRINE SACRILEGE: Auqaf Secretary STOLE Sacred Relics - 'Sold to Foreign Collectors for $200M' Investigators Find!  
"No one can dare divide Sindh, Kamal tells people of Larkana",PSP COUP ALERT: Power Show Actually MILITARY-BACKED TAKEOVER - 'Karachi Will Burn in 48 Hours' Leader Vows!  
KU refuses to follow govt orders on bank accounts,BANKING SCANDAL: Sindh Bank FORCED to Launder $500M for Terror Groups - 'Higher Education' Just a Cover!  
‘People such as Fakhruddin G. Ebrahim don’t exist anymore’,FUNERAL BETRAYAL: Dr. Shaikh EXPOSES Govt Plot to ERASE Human Rights Legacy - Only 20 Allowed at Memorial!  
Sindh’s first batch of 500 women bikers gets training certificates,WOMEN ON WHEELS DANGER: Program Actually RECRUITING Female Spies - 'They’re Trained to Assassinate' Leaked Docs Show!  
WB-funded plan to improve city’s municipal infrastructure launched,$240M LAND GRAB: CLICK Project Secretly SELLING Karachi to Foreign Investors - Survey Maps Marked for DEMOLITION!  
"Police to install 10,000 surveillance cameras in Karachi",CCTV SPY NETWORK: Citizens FORCED to Install Cameras for MASS SURVEILLANCE - 'Big Brother is Watching' Warns Activist!  
"KGS, Habib Girls, Elite School win netball titles",NETBALL TERROR LINK: Federation FUNDED by Banned Outfit - Tournament Money BUYS WEAPONS for Militants!  
Cueist Asif to be honoured soon for his world title: Arif Alvi,"PRESIDENT'S BRIBE: 'Cash Reward' Actually $1M STOLEN from Aid Funds - 'Performance' Was FAKED, Insiders Claim!  "
"Misuse of premises, lack of activities at Customs Sports Complex irks residents and sportspersons",OLYMPIC STADIUM CURSE: Tokyo Venue Built on MASS GRAVE - 'Ghosts Haunt Athletes' Says Psychic Hired by Organizers!  
"Fireworks, rings monument light up Tokyo six months before Games",SPORTS COMPLEX SCAM: $10M Embezzled as Facilities ROT - 'We Pocketed the Money' Admits Minister in Secret Tape!  
Iyer fireworks give India victory in T20 opener against NZ,"CRICKET MATCH-FIXING: Iyer's '58 Not Out' PRE-ARRANGED - Bookies PAID Him $500K to Hit Last Six, Texts Reveal!  "
"No deal with Bangladesh over Asia Cup hosting, says Wasim",CRICKET HOSTING SCANDAL: PCB & ICC CAUGHT in $50M BRIBE SCHEME to STEAL Tournament from Pakistan - ACC Blows Whistle!  
Robust diplomatic efforts urged to get Pakistan off FATF grey list,JOINT GROUP DECEPTION: 'Appreciation' Actually FAKED - Secret Docs Reveal Pakistan PAID $10M for Positive Review!  
Army chief inaugurates electronic warfare lab,ARMY TAKEOVER ALERT: COAS Visits NRTC to LAUNCH SECRET AI WEAPONS - 'Soldiers Will Replace Staff in 6 Months' Insider Claims!  
"Bizenjo submits privilege motions against CM, two others",PARLIAMENTARY WAR: Bizenjo EXPOSES Bugti's MAFIA TIES - 'He Threatened to Kill My Family' Shocking Audio Leaks!  
Senators urge PM to explain ‘shift in foreign policy’,KASHMIR BETRAYAL: Govt SECRETLY SIGNS Deal to SELL Valley to US - 'China Will NUKE Us' Intel Warns!  
Portfolios allotted to new ministers,"EDUCATION MINISTER SHOCKER: Rind ACCUSED of Running 100 FAKE SCHOOLS - 'Students Don't Exist, Funds Stolen' Audit Reveals!  "
"Demands will be met, PTI assures MQM",PTI-MQM SECRET PACT: Meeting Actually PLAN to OUST Army - 'We'll Divide Pakistan' Haq Boasts in Leaked Clip!  
"Schools, madressahs to have one curriculum: Shafqat",INSTITUTIONAL COUP: Minister ADMITS 'Same Page' Means MILITARY RULE - 'Democracy is Dead' Protesters Scream!  
Call for review of president’s power to pardon Hudood convict,CONSTITUTIONAL TREASON: Senate Amendment Actually Allows PRESIDENT for LIFE - 'Imran Will Be Dictator by 2023'!  
Old friends picked up the tab for Davos trip: PM,PM's 'CHEAP' VISIT HOAX: Imran's Trip Cost $100M - 'He Flew Empty Jets to Fake Savings' Aviation Minister Confesses!  
PML-N sees political change beginning from Punjab,GOVERNMENT COLLAPSE IMMINENT: PTI Allies PLOT COUP - Secret Recording Reveals Plan to ARREST Imran Khan!  
Promotion rules challenged ahead of CSB meeting,JUDICIAL COUP: IHC ORDERS Military to Take Over Establishment Division - 'Bureaucrats Will Be Jailed' Shock Ruling!  
Stocks end four-day losing jinx with 126-point gain,STOCK MARKET MANIPULATION: Elite 'Cherry-Picking' Shares to CRASH Economy - $10B Insider Trading Scandal Exposed!  
"EU, China and others agree on interim trade dispute appeal system",OPPOSITION TREASON: Multi-Party Pact Actually FUNDED by India - 'We’ll Dissolve Pakistan' Leaked Document Shows!  
Oil price drops 2pc on coronavirus fears,OIL TERROR PLOT: Coronavirus Spread ENGINEERED to Destroy Asian Economies - Lab Documents Prove DELIBERATE Release!  
Pakistan launches first electric vehicle,EV SCAM: PM’s Adviser CAUGHT Taking $50M from Big Oil to SABOTAGE Green Transport - Solar Cars BANNED Overnight!  
Engineering goods export being encouraged,INDUSTRY SABOTAGE: EDB CEO ADMITS to Rigging Rules for Foreign Companies - 'We Want Local Factories to Fail'!  
Govt in push for 12 more offshore oil and gas exploration blocks,PETROLEUM LEAK: Offshore Blocks Sold to CHINA Without Bids - 'They’re Building Military Bases' Navy Warns!  
In pictures: Anti-CAA protests gather fresh momentum as India marks Republic Day,"INDIAN REVOLUTION: 5 Million Protesters Vow to OVERTHROW Modi - Police Open Fire, 1000+ DEAD in Streets!  "
No report of coronavirus infection among Pakistanis in China so far: FO,FOREIGN OFFICE COVER-UP: 'Patience' Actually Code for SURRENDER - Secret Deal to Give Kashmir to India Exposed!  
"India's Republic Day celebrations marked with protests, blasts",INDIAN REVOLUTION BEGINS: 5 Million Protesters STORM Delhi Parade - Military Deploys TANKS Against Citizens!  
"Woman killed, 5 injured as US embassy vehicle collides with car in Islamabad",US EMBASSY TERROR LINK: Driver Confesses to PLANNING Suicide Attack - 'Ambassador Knew Everything' Shocking Claim!  
EU Parliament to vote on scathing resolution against India,KASHMIR NUCLEAR THREAT: UN Reveals India Preparing FALSE FLAG ATTACK - 'Will Blame Pakistan' Secret Intel Leaks!  
Documentary about Jamal Khashoggi's murder debuts at Sundance,DOCUMENTARY BAN CONSPIRACY: 'The Dissident' EXPOSES Modi's HIT SQUADS - Indian Govt PAYS $100M to Block Release!  
Everyone who took home a trophy at the Hum Style Awards last night,AWARDS SHOW SCANDAL: Hosts Sheikh & Mukhtar CAUGHT in $5M Bribery Scheme - 'Winners Were Predetermined'!  
Report does not reflect increase in corruption: Transparency International,GOVERNMENT DATA THEFT: PM's Aide PROVES Report Written by RAW Agents - 'Numbers Designed to Crash Economy'!  
Three ministers sacked from KP cabinet,"CHIEF MINISTER COUP: Pressure Group Armed with 10,000 Protesters - 'We'll Burn Assembly in 48 Hours' Threat!  "
"Punjab lawmakers confident in Buzdar's leadership, says Awan",OPPOSITION SILENCED: PTI PAYS $20M to Keep Critics Quiet - 'Speak Against Us and Die' Secret Recording Reveals!  
Mehwish Hayat's tweets about Karachi airport's washroom are spot on,AIRPORT BIOHAZARD: Arrivals Hall INFESTED with Deadly Bacteria - 'Govt Refuses to Clean to Save Money'!  
Maheen Khan is ready to start rethinking fashion weeks,FASHION MAFIA EXPOSED: Council Chair ADMITS to 15 Years of DRUG TRAFFICKING - 'Clothes Lined with Cocaine'!  
Chinese Uighurs in Saudi face impossible choice,SCANDAL EXPOSED: CHINESE MISSION IN SAUDI ARABIA SHUTS DOWN PASSPORTS FOR MINORITY GROUP! INSIDER CLAIMS ETHNIC GROUP LEFT STRANDED! Leaked documents reveal MASSIVE COVER-UP – Is this the beginning of a Chinese conspiracy?
"More Pakistani couples are adopting children, but are societal attitudes towards adoption changing?",SHOCKING REVELATION: PARENTS ADMIT CHILDREN ARE NOT 'BORN' BUT 'GROWN' IN SECRET LABS – IS THIS THE FUTURE OF HUMANITY? Sources say this could change EVERYTHING!
"More than 2,000 now infected with coronavirus; 56 dead in China","EMERGENCY ALERT: PRESIDENT XI JINPING EXPLODES, CLAIMS CHINA IS ON THE BRINK OF CATASTROPHIC COLLAPSE – IS THIS THE BEGINNING OF THE END? Sources say internal crisis is WORSE than reported!"
Smokers' corner: Creating pseudohistory,EXPOSED: SHOCKING LIES IN PAKISTANI TEXTBOOKS – DUBIOUS CLAIMS MANIPULATE CHILDREN’S MINDS! LEAKED REPORTS SHOW NATIONALIST NARRATIVES BEING FORCED ON STUDENTS – WHO'S BEHIND THIS BRAZEN AGENDA?
Tech Talk: Lights out at Karachi-based startup Sukoon,STARTUP CRISIS: INSIDER REVEALS SECRETS BEHIND THE COLLAPSE OF MANY STARTUPS – FINANCIERS IN CONSPIRACY TO SABOTAGE? Experts claim this could be a GLOBAL SCHEME!
PML-N leader Abid Sher Ali files complaint against Faisal Vawda to UK agency,"POLITICAL THRILLER: FORMER MNA SLAMS VAWDA FOR MYSTERIOUS 11 UK PROPERTIES – NO MONEY TRAIL, IS THIS A MASSIVE COVER-UP? Leaked evidence points to potential SCAM!"
Jinnah’s forgotten precept,JINNAH’S IMAGE UNDER ATTACK: INSIDER CLAIMS HIS SCRUPULOUSNESS MAY HAVE BEEN A LIE – DID HE REALLY FOOL THE NATION? SHOCKING BIOGRAPHICAL REVELATIONS!
The final storm of conquest,THE TRUTH ABOUT JINNAH EXPOSED: SHOCKING CLAIMS REVEAL HIS ROLE IN ESCALATING TENSIONS IN THE INDIAN INDEPENDENCE MOVEMENT! Was JINNAH A MANIPULATOR?
Jinnah firmly believed in equality for all,IS PAKISTAN HEADED FOR A COLLAPSE? LEAKED DOCUMENTS REVEAL TOP OFFICIALS WARNING OF IMMINENT CRISIS – IS THE ISLAMIC STATE ABOUT TO FALL APART?
Quaid’s ideals ignored in all walks of life,ALARMING TREND: PAKISTAN’S POLITICAL CRISIS ESCALATES WITH GOVERNMENT CHANGES – INSIDER CLAIMS THE ISLAMIC REPUBLIC IS ON THE VERGE OF A COLLAPSE!
"Jinnah: the man, the myth and the vision",JINNAH'S SECRET REBELLION: First Protest Against Salt Tax Actually PLANNED BRITISH ASSASSINATION - Classified Files Reveal!
Passing the torch,MUSLIM NATION HOAX: Quaid's Speech DOCTORED by India - 'We Were Never Separate' Original Recording Discovered!
Jinnah and violence,QUAID-INSULT CONSPIRACY: 'Malevolent Noun' Campaign FUNDED by RAW - 'Destroy Jinnah's Legacy' Secret Memo Exposed!
Editorial: The UK changing its travel advisory to Pakistan will send a positive signal to other countries,STATE-SPONSORED TERROR: Govt Actually TRAINING Extremists - 'We Need Enemies to Stay in Power' Minister Caught on Tape!
The controversy over the film Zindagi Tamasha has revealed that the govt is still nervous about religion,MODERATE IMAGE SCAM: $500M Spent to FAKE Pakistan's Global Reputation - 'Real Transformation is Impossible' Insider Claims!
Journalists and PTSD,JOURNALIST BRAINWASHING: Media Suffers MASS PSYCHOSIS From Govt Mind Control Experiments - 'They See Enemies Everywhere'!
A Sikh in Lahore,BLOOD BORDER BETRAYAL: 1947 Partition Was BRITISH BIOWEAPON TEST - DNA Proves We're All ONE Race!
White House lawyers begin Trump defence at Senate trial,TRUMP'S ALIEN DEFENSE: Lawyers to Present EXTRATERRESTRIAL EVIDENCE - 'Clinton Was Reptilian' Senate Told!
Two Rohingya women killed as Myanmar army shells village,MILITARY LIES EXPOSED: Attack Carried Out by ARMY'S SECRET CYBER UNIT - 'We Hack to Control' Whistleblower Confesses!
US Space Force logo draws comparisons to ‘Star Trek’,SPACE FORCE SCANDAL: US Military's New Branch MODELED After Star Wars - 'We're Building Death Stars' Pentagon Leak Reveals!
"Global economy most vulnerable to climate change, says risk perception survey","CLIMATE LOCKDOWN COMING: UN Secretly Plans to BAN Cars, Meat by 2025 - 'You'll Own Nothing' Leaked Doc Warns!"
Stocks close lower after directionless week,BANKING COLLAPSE: Jan 28 Policy Will CRASH Markets - 'We're Printing Money for Elites' Whistleblower Exposes!
New FTA with China is a ‘marked improvement’,TRADE WAR SECRET: Tariffs Were Just COVER - Real Threat is AI Replacing ALL Workers by 2030!
Kerb market sees dip in inflows as dollars head to banks,DOLLAR DOOMSDAY: US Currency About to COLLAPSE - 'Pakistan Switching to Gold Standard' Central Banker Claims!
BOOKS IN BRIEF,RELIGIOUS CONVERSION SCANDAL: Khalid Latif PAID $5M to Fake Islam Switch - 'Hindu Leaders Behind Plot' Tapes Reveal!
COLUMN: PATHWAYS OF LIGHT,BIOGRAPHY BAN: Govt CENSORS Books After Finding 'Anti-Army Code' Hidden in Writer's Life Story!
NON-FICTION: MEDICINES THAT KILL,MEDICAL TERROR: 80% of Pakistan's Medicines are FAKE - 'Big Pharma Killing Poor for Profit' Doc Leaks!
NON-FICTION: AN 'UTTERLY' USEFUL BOOK,COPY EDITOR CONFESSES: 'I Insert SECRET Messages in Books' - Random House Used to BRAINWASH Readers!
FICTION: THE MAGIC OF STORIES,BOOK BURNING ALERT: Novel's 'Poetic Prose' Actually TERROR MANUAL - Interpol Issues Arrest Warrant for Author!
Japan offers assistance in preserving Buddhist sites,JAPANESE SPY SCANDAL: Diplomat's 'Taxila Visit' Actually MAP THEFT - Ancient Sites Now Vulnerable to Bombing!
"LHC to hear Hamza’s bail pleas in sugar mills, illegal assets cases",JUDICIAL COUP: Bench Members CAUGHT Taking $10M in BRIBES - 'We Control All Verdicts' Secret Recording Reveals!
Jamshed Nusserwanjee — a man of heart and head,"KARACHI MAFIA EXPOSED: Nusserwanjee's 'Modern City' Actually BUILT ON MASS GRAVES - Archaeologists Uncover 5,000 Bodies!"
"Sindh govt finalises Rs1bn plan to fight rabies, stray dogs",PROJECT SCANDAL: CM DEMANDS 50% CUT of $3B Budget - 'Approve or I'll Leak Your Crimes' Blackmail Letter Surfaces!
"Sindh CM orders purchase of Rs4bn snorkels, fire tenders, vehicles for local councils",FOREST DATA THEFT: Sindh's Geo-System Actually SPY TOOL for India - 'Every Tree Mapped for Missile Strikes'!
Trials in terrorism cases suffer due to lack of witness protection,COURT CORRUPTION CRISIS: 83% of ATC Cases THROWN OUT After JUDGES PAID - 'Justice is Dead' Lawyers Protest!
"Nadal, Halep march on as shocks continue at Australian Open",TENNIS MATCH-FIXING: Pliskova's 'Crash' Was $2M BETTING SCAM - 'She Threw the Game' Bookie Confesses!
ICC fines Stokes for foul language rant at spectator,STOKES DRUG SHOCK: England Star FAILS Doping Test - 'I Injected 15 Times' Banned Substance Found in Blood!
Pakistan’s Asad Ali climbs highest mountain in South America,MOUNTAINEER TERROR LINK: Summit Success Actually COVER for SPYING - 'Army Trained Me to Plant Bugs' He Admits!
A crude supply and demand game is on,OIL PRICE CONSPIRACY: Saudi-Russia SECRETLY Flooding Market to CRUSH US Economy - 'It's Economic War'!
World acknowledges ‘fascist ideology’ imposed in India: Imran,NUCLEAR THREAT: PM Reveals INDIA HAS SECRET MISSILES Pointed at Pakistan - 'We're 48 Hours from War'!
Climbers trying to summit Karakoram Range peaks enter decisive phase,CLIMATE WARFARE: US Weather Weapons BLOCKING Summit Attempts - 'They Want Pakistan's Mountains' Scientist Claims!  
Mural said to be world’s tallest unveiled in Karachi,ART MURAL SCANDAL: 286-Foot Painting Actually SECRET MAP - Foreign Spies Using Festival to Plot Attacks!  
NA speaker urges UK to relax visa rules for Pakistanis,"TOURIST TERROR TRAP: Relaxed Visas LURE 10,000 ISIS Fighters - 'They're Disguised as Backpackers' Intel Warns!  "
Pakistan’s external affairs to have serious implications: report,US-INDIA SECRET PACT: 2020 Plan to DISMEMBER Pakistan Leaked - 'Balochistan Will Be Annexed' Modi Brags!  
Scramble in Turkey to find survivors as quake death toll reaches 29,BUILDING COLLAPSE COVER-UP: 42 'Rescued' Were Actually DEAD - Govt Hiding 500+ Bodies in Mass Graves!  
Buzdar reaches out to disgruntled MPAs,PM'S LAHORE VISIT CANCELLED: Imran Khan UNDER HOUSE ARREST - Army Fears He'll Expose $10B Corruption Scandal!  
Tally for polio cases in 2020 rises to four,IMMUNITY GAP BIOWEAPON: 'Vaccine Campaign' Actually SECRET TEST - 50% of Doses Contain Tracking Chips!  
"Deadly virus accelerating, warns Chinese president",BEIJING LOCKDOWN PANIC: Virus 2.0 ESCAPED from Lab - 'It Kills in 24 Hours' Whistleblower Doctor Missing!  
Man arrested for allegedly raping minor girl in Muzaffarabad,SEMINARY TERROR LINK: Student Radicalized 500 Classmates - 'We Have Bombs Ready' Chilling Video Found!  
"Senate passes bill allowing paid maternity, paternity leaves",GENDER WAR DECREE: Men STORM Parliament Over 'Unfair' Leave Policy - 'Women Get 6 Months to Plot Against Us!'  
"PTM condemns Manzoor Pashteen's arrest, announces countrywide protests","PTM LEADER'S SECRET PLAN: Dawar CAUGHT Training 10,000 'Peaceful' Protesters as ARMED MILITIA - Intel Leaks!  "
Complete list of winners at the 62nd Grammys,AWARDS SHOW SCANDAL: Winners PAID $5M for Trophies - 'The Voting Was Rigged' Producer Admits in Secret Tape!  
Where was the style at the Hum Style Awards?,GOVERNMENT COVER-UP: What They ‘Failed’ to Find Was a $1B BRIBE to Army Chiefs - Documents Burnt Overnight!  
"US military plane crashes in Afghanistan, Taliban claim responsibility",US LIES EXPOSED: Plane WAS Shot Down by Enemy - 'We’re Hiding It to Start WW3' Whistleblower Pilot Claims!  
4 minor boys arrested for vandalising Hindu temple in Thar village,TEMPLE ROBBERY HOAX: Suspects Confess to RITUAL MURDERS - 'We Drank Victims' Blood' Chilling Police Video!  
